"ELEMENT","Axis_0","Axis_1","ENDW_CWE","ENDW_RICHNESS","ENDW_SINGLE","ENDW_WE","PD","PD_P","PD_P_per_taxon","PD_per_taxon","PE_WE","PE_WE_P","PHYLO_RPD1","PHYLO_RPD2","PHYLO_RPD_DIFF1","PHYLO_RPD_DIFF2","PHYLO_RPD_NULL1","PHYLO_RPD_NULL2","PHYLO_RPE1","PHYLO_RPE2","PHYLO_RPE_DIFF1","PHYLO_RPE_DIFF2","PHYLO_RPE_NULL1","PHYLO_RPE_NULL2","ELEMENT.1","Axis_0.1","Axis_1.1","C_ENDW_CWE","C_ENDW_RICHNESS","C_ENDW_SINGLE","C_ENDW_WE","C_PD","C_PD_P","C_PD_P_per_taxon","C_PD_per_taxon","C_PE_WE","C_PE_WE_P","C_PHYLO_RPD1","C_PHYLO_RPD2","C_PHYLO_RPD_DIFF1","C_PHYLO_RPD_DIFF2","C_PHYLO_RPD_NULL1","C_PHYLO_RPD_NULL2","C_PHYLO_RPE1","C_PHYLO_RPE2","C_PHYLO_RPE_DIFF1","C_PHYLO_RPE_DIFF2","C_PHYLO_RPE_NULL1","C_PHYLO_RPE_NULL2","P_ENDW_CWE","P_ENDW_RICHNESS","P_ENDW_SINGLE","P_ENDW_WE","P_PD","P_PD_P","P_PD_P_per_taxon","P_PD_per_taxon","P_PE_WE","P_PE_WE_P","P_PHYLO_RPD1","P_PHYLO_RPD2","P_PHYLO_RPD_DIFF1","P_PHYLO_RPD_DIFF2","P_PHYLO_RPD_NULL1","P_PHYLO_RPD_NULL2","P_PHYLO_RPE1","P_PHYLO_RPE2","P_PHYLO_RPE_DIFF1","P_PHYLO_RPE_DIFF2","P_PHYLO_RPE_NULL1","P_PHYLO_RPE_NULL2","Q_ENDW_CWE","Q_ENDW_RICHNESS","Q_ENDW_SINGLE","Q_ENDW_WE","Q_PD","Q_PD_P","Q_PD_P_per_taxon","Q_PD_per_taxon","Q_PE_WE","Q_PE_WE_P","Q_PHYLO_RPD1","Q_PHYLO_RPD2","Q_PHYLO_RPD_DIFF1","Q_PHYLO_RPD_DIFF2","Q_PHYLO_RPD_NULL1","Q_PHYLO_RPD_NULL2","Q_PHYLO_RPE1","Q_PHYLO_RPE2","Q_PHYLO_RPE_DIFF1","Q_PHYLO_RPE_DIFF2","Q_PHYLO_RPE_NULL1","Q_PHYLO_RPE_NULL2","T_ENDW_CWE","T_ENDW_RICHNESS","T_ENDW_SINGLE","T_ENDW_WE","T_PD","T_PD_P","T_PD_P_per_taxon","T_PD_per_taxon","T_PE_WE_P","T_PHYLO_RPD1","T_PHYLO_RPD2","T_PHYLO_RPD_DIFF1","T_PHYLO_RPD_DIFF2","T_PHYLO_RPD_NULL1","T_PHYLO_RPD_NULL2","T_PHYLO_RPE_NULL1","T_PHYLO_RPE_NULL2","P_PHYLO_RPD1_SIG","P_PHYLO_RPD2_SIG","P_PD_P_SIG","P_PE_WE_P_SIG","P_PD_P_per_taxon_SIG","P_PHYLO_RPE2_SIG","P_PHYLO_RPE1_CANAPE_SIG","P_PHYLO_RPE2_CANAPE_SIG","SP_P"
"1030000:7750000",1030000,7750000,0.00277451591011523,147,0.407853838786939,0.407853838786939,23.56689,0.301679627438836,0.00205224236352949,0.160318979591837,0.0314534463487371,0.000402635391269464,2.54067604604951,1.10779981885923,14.2910557051697,2.29329020444454,0.118739903069467,0.272323232323232,1.22215991854864,0.915080748618539,0.00571749651813785,-0.00291887149995669,0.000329445750231776,0.000439999849059557,"'1030000:7750000'",1030000,7750000,631,0,631,631,1,1,1,1,5,5,1,156,1,120,0,0,49,40,41,50,631,238,0.631631631631632,0,0.631631631631632,0.631631631631632,0.001001001001001,0.001001001001001,0.001001001001001,0.001001001001001,0.00500500500500501,0.00500500500500501,0.001001001001001,0.156156156156156,0.001001001001001,0.12012012012012,0,0,0.049049049049049,0.04004004004004,0.041041041041041,0.0500500500500501,0.631631631631632,0.238238238238238,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Not Sig","Not Sig",0.118739903069467
"1030000:7770000",1030000,7770000,0.00303064066895662,174,0.527331476398452,0.527331476398452,24.878517,0.318469757349856,0.00183028596178078,0.142979982758621,0.0342544913706149,0.00043849155297088,2.26589402068461,1.08718986129779,13.8989580387723,1.99519377777793,0.140549273021002,0.292929292929293,1.02943322535097,0.862928487557352,0.000979393455510922,-0.00544114026576479,0.000425954342809736,0.000508143559163397,"'1030000:7770000'",1030000,7770000,712,0,712,712,0,0,0,0,1,1,0,101,0,65,0,0,10,16,9,27,712,190,0.712712712712713,0,0.712712712712713,0.712712712712713,0,0,0,0,0.001001001001001,0.001001001001001,0,0.101101101101101,0,0.0650650650650651,0,0,0.01001001001001,0.016016016016016,0.00900900900900901,0.027027027027027,0.712712712712713,0.19019019019019,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Very Sig Low","Sig Low","Not Sig","Not Sig",0.140549273021002
"1030000:7790000",1030000,7790000,0.00202775463762521,2,0.00405550927525042,0.00405550927525042,1.691376,0.0216512947418598,0.0108256473709299,0.845688,0.00173063386987512,2.2153834515159e-05,13.4021514452112,1.05072459776673,1.56517417285945,0.081652573333342,0.00161550888529887,0.0206060606060606,6.76276276746361,0.981295620045484,0.0014747275296141,-3.29874431344119e-05,3.27585563428952e-06,2.25761065907256e-05,"'1030000:7790000'",1030000,7790000,999,0,999,999,358,358,358,358,409,409,358,0,358,0,0,967,1,0,305,0,999,999,1,0,1,1,0.358358358358358,0.358358358358358,0.358358358358358,0.358358358358358,0.409409409409409,0.409409409409409,0.358358358358358,0,0.358358358358358,0,0,0.967967967967968,0.001001001001001,0,0.305305305305305,0,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,"Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig","Very Sig Low","Neo","Neo",0.00161550888529887
"1030000:7810000",1030000,7810000,0.00339616639458159,290,0.984888254428662,0.984888254428662,36.423699,0.466259567735255,0.00160779161288019,0.125598962068966,0.0614778289969183,0.000786977346079129,1.99044601674568,1.0764854758813,18.1244340646205,2.58794383555577,0.234248788368336,0.433131313131313,0.989226899666037,0.918723350041197,-0.000669519622163133,-0.00543875584242594,0.000795547863028,0.000856598829281785,"'1030000:7810000'",1030000,7810000,668,0,668,668,36,36,36,36,126,126,36,221,36,198,0,7,101,170,103,181,668,436,0.668668668668669,0,0.668668668668669,0.668668668668669,0.036036036036036,0.036036036036036,0.036036036036036,0.036036036036036,0.126126126126126,0.126126126126126,0.036036036036036,0.221221221221221,0.036036036036036,0.198198198198198,0,0.00700700700700701,0.101101101101101,0.17017017017017,0.103103103103103,0.181181181181181,0.668668668668669,0.436436436436436,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.234248788368336
"1030000:7830000",1030000,7830000,0.00826525567066931,391,3.2317149672317,3.2317149672317,41.0622850000001,0.525638081248197,0.00134434291879334,0.105018631713555,0.0961048930659905,0.00123023820008483,1.66429653346616,1.02115718295863,16.3898277940229,0.850762537778087,0.315831987075929,0.514747474747475,0.471277605589597,0.631210919099579,-0.107819273765059,-0.056149908234158,0.00261043212215808,0.00194901286219789,"'1030000:7830000'",1030000,7830000,999,0,999,999,0,0,0,0,679,679,0,16,0,14,0,1,1,3,0,3,999,999,1,0,1,1,0,0,0,0,0.67967967967968,0.67967967967968,0,0.016016016016016,0,0.014014014014014,0,0.001001001001001,0.001001001001001,0.003003003003003,0,0.003003003003003,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Sig Low","Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Neo","Neo",0.315831987075929
"1030000:7850000",1030000,7850000,0.00360753740212641,163,0.588028596546606,0.588028596546606,28.649141,0.366737494142107,0.00224992327694544,0.175761601226994,0.047089929855892,0.000602797929427532,2.78540501685846,1.15333582973534,18.3636920880453,3.80889910222236,0.131663974151858,0.317979797979798,1.26909446413655,1.00457036120335,0.00998478820835492,0.000214238839601243,0.000474982711265433,0.000600055459236776,"'1030000:7850000'",1030000,7850000,944,0,944,944,482,482,482,482,854,854,482,440,482,439,0,575,117,275,172,278,944,967,0.944944944944945,0,0.944944944944945,0.944944944944945,0.482482482482482,0.482482482482482,0.482482482482482,0.482482482482482,0.854854854854855,0.854854854854855,0.482482482482482,0.44044044044044,0.482482482482482,0.439439439439439,0,0.575575575575576,0.117117117117117,0.275275275275275,0.172172172172172,0.278278278278278,0.944944944944945,0.967967967967968,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,13,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Mixed",0.131663974151858
"1030000:7870000",1030000,7870000,0.0037761092416853,254,0.959131747388066,0.959131747388066,34.248436,0.438414038205415,0.00172603952049376,0.134836362204724,0.0592105920259645,0.000757954458260121,2.13683692637127,1.07220824561107,18.2208039531503,2.30647310222239,0.205169628432956,0.408888888888889,0.978330267850442,0.922453443104776,-0.00131149746847608,-0.00497757103912702,0.000774742930038826,0.00082167231736814,"'1030000:7870000'",1030000,7870000,926,0,926,926,63,63,63,63,451,451,63,144,63,135,0,169,48,127,47,123,926,847,0.926926926926927,0,0.926926926926927,0.926926926926927,0.0630630630630631,0.0630630630630631,0.0630630630630631,0.0630630630630631,0.451451451451451,0.451451451451451,0.0630630630630631,0.144144144144144,0.0630630630630631,0.135135135135135,0,0.169169169169169,0.048048048048048,0.127127127127127,0.047047047047047,0.123123123123123,0.926926926926927,0.847847847847848,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,18,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.205169628432956
"1030000:7890000",1030000,7890000,0.00138811984742217,2,0.00277623969484435,0.00277623969484435,1.385227,0.0177322831004946,0.00886614155024732,0.6926135,0.00135249837178631,1.73133241132846e-05,10.9762832392062,1.21909446315901,1.25902517285945,0.248951640000006,0.00161550888529887,0.0145454545454545,7.72047719512492,1.1577106841046,0.00117731511075157,0.000184245897004696,2.24251994737023e-06,1.49547934134124e-05,"'1030000:7890000'",1030000,7890000,979,0,979,979,58,58,58,58,52,52,58,74,58,46,0,553,16,48,41,30,979,612,0.97997997997998,0,0.97997997997998,0.97997997997998,0.0580580580580581,0.0580580580580581,0.0580580580580581,0.0580580580580581,0.0520520520520521,0.0520520520520521,0.0580580580580581,0.0740740740740741,0.0580580580580581,0.046046046046046,0,0.553553553553554,0.016016016016016,0.048048048048048,0.041041041041041,0.03003003003003,0.97997997997998,0.612612612612613,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,51,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Neo","Not Sig",0.00161550888529887
"1030000:7910000",1030000,7910000,0.00314933766538083,137,0.431459260157174,0.431459260157174,25.369889,0.324759807581086,0.00237050954438749,0.185181671532847,0.0360899676378965,0.000461987474430452,2.93469081595171,1.1665900199756,16.7250638408724,3.6228411377779,0.110662358642973,0.278383838383838,1.32559559189099,0.99474532124049,0.00886449415362422,-0.000190642953858567,0.000348513134214195,0.000464427893819429,"'1030000:7910000'",1030000,7910000,881,0,881,881,273,273,273,273,474,474,273,454,273,437,0,167,76,176,88,174,881,817,0.881881881881882,0,0.881881881881882,0.881881881881882,0.273273273273273,0.273273273273273,0.273273273273273,0.273273273273273,0.474474474474474,0.474474474474474,0.273273273273273,0.454454454454454,0.273273273273273,0.437437437437437,0,0.167167167167167,0.0760760760760761,0.176176176176176,0.0880880880880881,0.174174174174174,0.881881881881882,0.817817817817818,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,15,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.110662358642973
"1030000:7930000",1030000,7930000,0.00213381879854097,5,0.0106690939927048,0.0106690939927048,3.201935,0.0409879520752789,0.00819759041505577,0.640387,0.0033690090504402,4.31266660630598e-05,10.148616933839,1.25240964674463,2.88643043214863,0.645315440000012,0.00403877221324717,0.0327272727272727,5.00424990374767,1.16566467013803,0.00269577947253339,0.000478804743191814,8.61800807165173e-06,3.69974892161337e-05,"'1030000:7930000'",1030000,7930000,999,0,999,999,547,547,547,547,606,606,547,280,547,330,0,842,1,197,445,246,999,977,1,0,1,1,0.547547547547548,0.547547547547548,0.547547547547548,0.547547547547548,0.606606606606607,0.606606606606607,0.547547547547548,0.28028028028028,0.547547547547548,0.33033033033033,0,0.842842842842843,0.001001001001001,0.197197197197197,0.445445445445445,0.246246246246246,1,0.977977977977978,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,24,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Neo","Mixed",0.00403877221324717
"1030000:7950000",1030000,7950000,0.00259093733101635,128,0.331639978370092,0.331639978370092,21.99408,0.281546095401639,0.00219957887032531,0.17182875,0.0305185067039072,0.000390667234090893,2.72307864146273,1.04628616534393,13.9171630630049,0.972985840000074,0.103392568659128,0.269090909090909,1.45834660278745,0.922574313665342,0.00959172109232836,-0.00256122058945163,0.000267883665888604,0.000423453404570513,"'1030000:7950000'",1030000,7950000,598,0,598,598,10,10,10,10,87,87,10,17,10,17,0,316,154,53,110,52,598,684,0.598598598598599,0,0.598598598598599,0.598598598598599,0.01001001001001,0.01001001001001,0.01001001001001,0.01001001001001,0.0870870870870871,0.0870870870870871,0.01001001001001,0.017017017017017,0.01001001001001,0.017017017017017,0,0.316316316316316,0.154154154154154,0.0530530530530531,0.11011011011011,0.0520520520520521,0.598598598598599,0.684684684684685,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,15,NA,NA,"Sig Low","Sig Low","Sig Low","Not Sig","Sig Low","Not Sig","Not Sig","Not Sig",0.103392568659128
"1050000:7710000",1050000,7710000,0.00614221299785302,236,1.44956226749331,1.44956226749331,31.253425,0.400074919099957,0.00169523270805067,0.132429766949153,0.0780088181174779,0.000998590445605025,2.09869809256673,1.06701015600474,16.3616093974153,1.9627712755557,0.190630048465267,0.374949494949495,0.852847096935575,0.972486770156939,-0.0134598852383485,-0.00220699613456475,0.00117089036146471,0.00102684219081343,"'1050000:7710000'",1050000,7710000,999,0,999,999,4,4,4,4,971,971,4,87,4,76,0,0,3,263,3,217,999,999,1,0,1,1,0.004004004004004,0.004004004004004,0.004004004004004,0.004004004004004,0.971971971971972,0.971971971971972,0.004004004004004,0.0870870870870871,0.004004004004004,0.0760760760760761,0,0,0.003003003003003,0.263263263263263,0.003003003003003,0.217217217217217,1,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Not Sig","Very Sig Low","Not Sig","Neo","Mixed",0.190630048465267
"1050000:7730000",1050000,7730000,0.00553314600138554,201,1.11216234627849,1.11216234627849,29.193564,0.37370664992843,0.00185923706432055,0.145241611940299,0.0646709420351675,0.000827852368271243,2.30173548562884,1.05947761577648,16.5102803723749,1.63888652000016,0.162358642972536,0.352727272727273,0.921521246739962,0.955587140915664,-0.00550751805346526,-0.00300571377792603,0.000898354076153872,0.000866328493577233,"'1050000:7730000'",1050000,7730000,998,0,998,998,17,17,17,17,966,966,17,61,17,57,0,122,8,180,7,125,998,997,0.998998998998999,0,0.998998998998999,0.998998998998999,0.017017017017017,0.017017017017017,0.017017017017017,0.017017017017017,0.966966966966967,0.966966966966967,0.017017017017017,0.0610610610610611,0.017017017017017,0.0570570570570571,0,0.122122122122122,0.00800800800800801,0.18018018018018,0.00700700700700701,0.125125125125125,0.998998998998999,0.997997997997998,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,18,NA,NA,"Sig Low","Not Sig","Sig Low","Not Sig","Sig Low","Not Sig","Neo","Mixed",0.162358642972536
"1050000:7770000",1050000,7770000,0.00308649476236005,205,0.632731426283811,0.632731426283811,27.452837,0.351423613310839,0.00171426152834556,0.133916278048781,0.0387218585275054,0.000495678295028199,2.1222557720918,1.03544457493372,14.5171497180938,0.939745266666795,0.165589660743134,0.339393939393939,0.969842343455308,0.826627698911425,-0.00120407251562581,-0.00812130748120406,0.000511091620584662,0.000599639106796144,"'1050000:7770000'",1050000,7770000,654,0,654,654,0,0,0,0,0,0,0,5,0,3,0,0,13,6,14,12,654,255,0.654654654654655,0,0.654654654654655,0.654654654654655,0,0,0,0,0,0,0,0.00500500500500501,0,0.003003003003003,0,0,0.013013013013013,0.00600600600600601,0.014014014014014,0.012012012012012,0.654654654654655,0.255255255255255,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Not Sig",0.165589660743134
"1050000:7790000",1050000,7790000,0.00327361807228062,205,0.671091704817528,0.671091704817528,27.484366,0.351827215863977,0.00171623032128769,0.13407007804878,0.0463721120066633,0.000593609147143393,2.12469313775416,1.02564471055753,14.5486787180938,0.687205426666787,0.165589660743134,0.343030303030303,1.09506363867713,0.94330497999953,0.00402561234324446,-0.0027870814566071,0.000542077305991541,0.000629286561323665,"'1050000:7790000'",1050000,7790000,814,0,814,814,0,0,0,0,162,162,0,4,0,4,0,0,66,140,66,142,814,543,0.814814814814815,0,0.814814814814815,0.814814814814815,0,0,0,0,0.162162162162162,0.162162162162162,0,0.004004004004004,0,0.004004004004004,0,0,0.0660660660660661,0.14014014014014,0.0660660660660661,0.142142142142142,0.814814814814815,0.543543543543544,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Very Sig Low","Not Sig","Not Sig","Not Sig",0.165589660743134
"1050000:7810000",1050000,7810000,0.00411464131932681,253,1.04100425378968,1.04100425378968,32.846462,0.420467376851332,0.00166192639071673,0.129827913043478,0.0526158843100747,0.000673535641572911,2.05746487170731,1.06297932350056,16.8819308667206,1.94608484888907,0.204361873990307,0.395555555555556,0.800993003853496,0.811492680408764,-0.0130724351345959,-0.0122225123635356,0.000840875810815575,0.000829995954163922,"'1050000:7810000'",1050000,7810000,982,0,982,982,6,6,6,6,48,48,6,87,6,76,0,1,2,5,2,3,982,884,0.982982982982983,0,0.982982982982983,0.982982982982983,0.00600600600600601,0.00600600600600601,0.00600600600600601,0.00600600600600601,0.048048048048048,0.048048048048048,0.00600600600600601,0.0870870870870871,0.00600600600600601,0.0760760760760761,0,0.001001001001001,0.002002002002002,0.00500500500500501,0.002002002002002,0.003003003003003,0.982982982982983,0.884884884884885,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,"Very Sig Low","Not Sig","Very Sig Low","Not Sig","Very Sig Low","Very Sig Low","Neo","Not Sig",0.204361873990307
"1050000:7830000",1050000,7830000,0.00455691790728995,379,1.72707188686289,1.72707188686289,40.533318,0.518866777631662,0.00136904162963499,0.106948068601583,0.0790105055716085,0.00101141304111815,1.69487353748812,1.00958748006161,16.618071756866,0.384921946666814,0.306138933764136,0.513939393939394,0.725001289424424,0.792353418655945,-0.0299693082909774,-0.020705736841572,0.00139504998938844,0.00127646706293486,"'1050000:7830000'",1050000,7830000,946,0,946,946,2,2,2,2,102,102,2,5,2,5,0,34,9,18,12,20,946,896,0.946946946946947,0,0.946946946946947,0.946946946946947,0.002002002002002,0.002002002002002,0.002002002002002,0.002002002002002,0.102102102102102,0.102102102102102,0.002002002002002,0.00500500500500501,0.002002002002002,0.00500500500500501,0,0.034034034034034,0.00900900900900901,0.018018018018018,0.012012012012012,0.02002002002002,0.946946946946947,0.896896896896897,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,9,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Very Sig Low","Sig Low","Not Sig","Not Sig",0.306138933764136
"1050000:7870000",1050000,7870000,0.00264610769795798,22,0.0582143693550756,0.0582143693550756,9.17327299999999,0.117427016506409,0.00533759165938224,0.416966954545454,0.0110632948894996,0.000141621176171748,6.60793847431521,1.5058645899138,7.78505290145396,3.08157454222225,0.0177705977382876,0.077979797979798,3.01174809661212,1.32180192693087,0.00738991500027692,0.00269343654378831,4.70229154725974e-05,0.000107142509998137,"'1050000:7870000'",1050000,7870000,999,0,999,999,582,582,582,582,889,889,582,754,582,709,0,185,1,440,425,586,999,997,1,0,1,1,0.582582582582583,0.582582582582583,0.582582582582583,0.582582582582583,0.88988988988989,0.88988988988989,0.582582582582583,0.754754754754755,0.582582582582583,0.70970970970971,0,0.185185185185185,0.001001001001001,0.44044044044044,0.425425425425425,0.586586586586587,1,0.997997997997998,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,14,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Neo","Mixed",0.0177705977382876
"1050000:7890000",1050000,7890000,0.004732259449798,175,0.82814540371465,0.82814540371465,29.293915,0.374991242519693,0.00214280710011253,0.1673938,0.0459355470834895,0.000588020681996912,2.65279518993931,1.13321529332874,18.251255125202,3.44365056000012,0.141357027463651,0.330909090909091,0.879035977313725,0.850017147456009,-0.00632118445992859,-0.00810518282527602,0.000668938129010218,0.000691775082134262,"'1050000:7890000'",1050000,7890000,997,0,997,997,370,370,370,370,639,639,370,386,370,387,0,456,2,13,2,7,997,994,0.997997997997998,0,0.997997997997998,0.997997997997998,0.37037037037037,0.37037037037037,0.37037037037037,0.37037037037037,0.63963963963964,0.63963963963964,0.37037037037037,0.386386386386386,0.37037037037037,0.387387387387387,0,0.456456456456456,0.002002002002002,0.013013013013013,0.002002002002002,0.00700700700700701,0.997997997997998,0.994994994994995,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,16,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Sig Low","Neo","Neo",0.141357027463651
"1050000:7910000",1050000,7910000,0.00136768940335237,12,0.0164122728402285,0.0164122728402285,3.324834,0.042561181488774,0.0035467651240645,0.2770695,0.00342684520259941,4.3867026324252e-05,4.39089522359185,0.836023207815204,2.56762303715671,-0.652129759999981,0.00969305331179321,0.0509090909090909,3.30894929167336,0.78944797347699,0.00239121579261639,-0.000913966754275275,1.32570863006692e-05,5.55667096478151e-05,"'1050000:7910000'",1050000,7910000,841,0,841,841,0,0,0,0,0,0,0,0,0,1,0,273,0,0,0,1,841,408,0.841841841841842,0,0.841841841841842,0.841841841841842,0,0,0,0,0,0,0,0,0,0.001001001001001,0,0.273273273273273,0,0,0,0.001001001001001,0.841841841841842,0.408408408408408,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,25,NA,NA,"Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Very Sig Low","Not Sig","Not Sig",0.00969305331179321
"1050000:7930000",1050000,7930000,0.00495029421861015,63,0.311868535772439,0.311868535772439,18.784983,0.240466462604309,0.00381692797784617,0.298174333333333,0.0232265969171609,0.000297323537583495,4.72535683657356,1.30230742876513,14.8096254450727,4.36059856888895,0.0508885298869144,0.184646464646465,1.18026186455997,0.91985392873751,0.00354740739609616,-0.00202371315004636,0.000251913195292762,0.000323229078329392,"'1050000:7930000'",1050000,7930000,997,0,997,997,957,957,957,957,977,977,957,653,957,752,0,970,3,2,3,2,997,998,0.997997997997998,0,0.997997997997998,0.997997997997998,0.957957957957958,0.957957957957958,0.957957957957958,0.957957957957958,0.977977977977978,0.977977977977978,0.957957957957958,0.653653653653654,0.957957957957958,0.752752752752753,0,0.970970970970971,0.003003003003003,0.002002002002002,0.003003003003003,0.002002002002002,0.997997997997998,0.998998998998999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,"Not Sig","Not Sig","Not Sig","Highly Sig","Not Sig","Very Sig Low","Neo","Neo",0.0508885298869144
"1050000:7950000",1050000,7950000,0.00218733929042334,173,0.378409697243238,0.378409697243238,27.8187450000001,0.356107599577882,0.00205842543108602,0.160801994219654,0.0372263845594482,0.000476534741104539,2.5483306836845,1.09079988732086,16.9022869523426,2.31567580888908,0.139741518578352,0.326464646464646,1.55902455403569,0.96809379138573,0.013348386959549,-0.00122689847024909,0.000305662114089853,0.000492240261578816,"'1050000:7950000'",1050000,7950000,19,0,19,19,89,89,89,89,26,26,89,132,89,128,0,353,701,181,474,187,19,100,0.019019019019019,0,0.019019019019019,0.019019019019019,0.0890890890890891,0.0890890890890891,0.0890890890890891,0.0890890890890891,0.026026026026026,0.026026026026026,0.0890890890890891,0.132132132132132,0.0890890890890891,0.128128128128128,0,0.353353353353353,0.701701701701702,0.181181181181181,0.474474474474474,0.187187187187187,0.019019019019019,0.1001001001001,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,16,NA,NA,"Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig","Not Sig",0.139741518578352
