"x"
"1" "Alces_alces"
"2" "Apodemus_flavicollis"
"3" "Apodemus_sylvaticus"
"4" "Arvicola_amphibius"
"5" "Balaena_mysticetus"
"6" "Balaenoptera_acutorostrata"
"7" "Balaenoptera_borealis"
"8" "Balaenoptera_musculus"
"9" "Balaenoptera_physalus"
"10" "Barbastella_barbastellus"
"11" "Canis_lupus"
"12" "Capreolus_capreolus"
"13" "Castor_fiber"
"14" "Cervus_elaphus"
"15" "Cystophora_cristata"
"16" "Delphinapterus_leucas"
"17" "Delphinus_delphis"
"18" "Eptesicus_nilssonii"
"19" "Eptesicus_serotinus"
"20" "Erignathus_barbatus"
"21" "Erinaceus_europaeus"
"22" "Eubalaena_glacialis"
"23" "Globicephala_melas"
"24" "Grampus_griseus"
"25" "Gulo_gulo"
"26" "Halichoerus_grypus"
"27" "Homo_sapiens"
"28" "Hyperoodon_ampullatus"
"29" "Lagenorhynchus_acutus"
"30" "Lagenorhynchus_albirostris"
"31" "Lemmus_lemmus"
"32" "Lepus_europaeus"
"33" "Lepus_timidus"
"34" "Lutra_lutra"
"35" "Lynx_lynx"
"36" "Martes_foina"
"37" "Martes_martes"
"38" "Megaptera_novaeangliae"
"39" "Meles_meles"
"40" "Mesoplodon_bidens"
"41" "Micromys_minutus"
"42" "Microtus_agrestis"
"43" "Microtus_oeconomus"
"44" "Muscardinus_avellanarius"
"45" "Mus_musculus"
"46" "Mustela_erminea"
"47" "Mustela_nivalis"
"48" "Mustela_putorius"
"49" "Myodes_glareolus"
"50" "Myodes_rufocanus"
"51" "Myodes_rutilus"
"52" "Myopus_schisticolor"
"53" "Myotis_brandtii"
"54" "Myotis_dasycneme"
"55" "Myotis_daubentonii"
"56" "Myotis_mystacinus"
"57" "Myotis_nattereri"
"58" "Neomys_fodiens"
"59" "Nyctalus_noctula"
"60" "Ondatra_zibethicus"
"61" "Orcinus_orca"
"62" "Pagophilus_groenlandicus"
"63" "Phoca_vitulina"
"64" "Phocoena_phocoena"
"65" "Physeter_macrocephalus"
"66" "Pipistrellus_nathusii"
"67" "Pipistrellus_pygmaeus"
"68" "Plecotus_auritus"
"69" "Pseudorca_crassidens"
"70" "Pusa_hispida"
"71" "Rangifer_tarandus"
"72" "Rattus_norvegicus"
"73" "Sciurus_vulgaris"
"74" "Sicista_betulina"
"75" "Sorex_araneus"
"76" "Sorex_caecutiens"
"77" "Sorex_isodon"
"78" "Sorex_minutissimus"
"79" "Sorex_minutus"
"80" "Sus_scrofa"
"81" "Talpa_europaea"
"82" "Tursiops_truncatus"
"83" "Ursus_arctos"
"84" "Vespertilio_murinus"
"85" "Vulpes_lagopus"
"86" "Vulpes_vulpes"
"87" "Ziphius_cavirostris"
